genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.440	HP0425	441185	442438	-	1254		hypothetical protein	PLF_209_00000088	PGF_01888514
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.441	HP0426	442479	444212	-	1734		RloF	PLF_209_00008260	PGF_00049126
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.442	HP0427	444265	444600	-	336		hypothetical protein	PLF_209_00001489	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.443		444555	444722	+	168		hypothetical protein	PLF_209_00036576	PGF_08177051
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.444		444972	445109	-	138		hypothetical protein	PLF_209_00001932	PGF_01875084
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	rRNA	fig|85962.8.rna.18	HPr01	445337	448223	+	2887	HPrrnA23S	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.445		448610	448732	-	123		hypothetical protein	PLF_209_00002888	PGF_01884885
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.446		449068	449181	+	114		hypothetical protein	PLF_209_00007936	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.447	HP0428	449162	449707	+	546		phage/colicin/tellurite resistance cluster terY protein	PLF_209_00001755	PGF_01873719
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.448	HP0430	449881	450123	+	243		hypothetical protein	PLF_209_00001810	PGF_01874130
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.449	HP0431	450127	450813	+	687		protein phosphatase 2C homolog (ptc1)	PLF_209_00001829	PGF_01874271
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.450	HP0432	450804	451694	+	891		protein kinase C-like protein	PLF_209_00001828	PGF_01874261
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.451	HP0433	451737	452165	+	429		hypothetical protein	PLF_209_00002398	PGF_01879736
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.452	HP0434	452159	453328	+	1170		hypothetical protein	PLF_209_00041514	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.453	HP0435	453399	453974	+	576		hypothetical protein	PLF_209_00052596	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.454	HP0436	453958	454323	+	366		hypothetical protein	PLF_209_00004039	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.455	HP0437	454330	454758	-	429		hypothetical protein	PLF_209_00001435	PGF_00083481
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.456	HP0438	454828	456111	+	1284		Mobile element protein	PLF_209_00001375	PGF_01000105
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.457	HP0439	456080	457180	-	1101		Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8	PLF_209_00001901	PGF_03073672
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.458	HP0440	457297	459330	-	2034		DNA topoisomerase I (EC 5.99.1.2)	PLF_209_00001672	PGF_10300474
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.459	HP0441	459333	461702	-	2370		ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4	PLF_209_00001677	PGF_00022673
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.460	HP0442	461749	461862	-	114		hypothetical protein	PLF_209_00001880	PGF_00371385
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.461	HP0443	462016	462270	-	255		hypothetical protein	PLF_209_00001853	PGF_01874454
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.462	HP0444	462315	463838	-	1524		hypothetical protein	PLF_209_00001769	PGF_01873837
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.463	HP0445	463954	464139	-	186		hypothetical protein	PLF_209_00001825	PGF_01874239
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.464	HP0446	464158	464937	-	780		hypothetical protein	PLF_209_00001809	PGF_01874122
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.465	HP0447	464982	466127	+	1146		DNA helicase	PLF_209_00002069	PGF_00823850
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.466	HP0448	466124	466510	+	387		hypothetical protein	PLF_209_00001708	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.467	HP0449	466910	468175	+	1266		hypothetical protein	PLF_209_00001708	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.468	HP0450	468172	468306	+	135		hypothetical protein	PLF_209_00035621	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.469	HP0451	468417	468701	+	285		hypothetical protein	PLF_209_00002178	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.470	HP0452	468756	470333	+	1578		hypothetical protein	PLF_209_00011881	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.471	HP0453	470340	473405	+	3066		hypothetical protein	PLF_209_00002844	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.472	HP0454	473398	474066	+	669		Predicted kinase	PLF_209_00041832	PGF_10553576
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.473		474044	474244	+	201		hypothetical protein	PLF_209_00001467	PGF_01871034
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.474	HP0455	474313	474624	+	312		hypothetical protein	PLF_209_00001467	PGF_01871034
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.475		474573	474830	+	258		hypothetical protein	PLF_209_00001467	PGF_01871034
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.476		474833	475063	+	231		hypothetical protein	PLF_209_00001785	PGF_01871277
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.477	HP0456	475056	475508	+	453		hypothetical protein	PLF_209_00001497	PGF_01871277
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.478		475665	475814	+	150		hypothetical protein	PLF_209_00001504	PGF_01867878
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.479	HP0457	475826	476089	+	264		hypothetical protein	PLF_209_00001514	PGF_01867541
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.480	HP0458	476101	476337	+	237		hypothetical protein	PLF_209_00001648	PGF_06820317
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.481	HP0459	476337	478913	+	2577		ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4	PLF_209_00001381	PGF_00022673
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.482		478910	479050	+	141		hypothetical protein	PLF_209_00001665	PGF_01872959
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.483	HP0460	479043	479531	+	489		hypothetical protein	PLF_209_00003388	PGF_01885667
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.484		479869	479988	-	120		hypothetical protein	PLF_209_00035812	PGF_01884951
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.485	HP0462	480062	481159	-	1098		Type I restriction-modification system, specificity subunit S	PLF_209_00034867	PGF_04563108
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.486		481152	481250	-	99		Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	PLF_209_00000478	PGF_03084064
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.487	HP0463	481319	482782	-	1464		Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	PLF_209_00000478	PGF_03084064
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.488	HP0464	482775	485942	-	3168		Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	PLF_209_00035663	PGF_00414310
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.489	HP0465	485990	487885	-	1896		hypothetical protein	PLF_209_00018137	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.490	HP0466	487910	488677	-	768		hypothetical protein	PLF_209_00001079	PGF_01867887
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.491	HP0467	488687	489001	-	315		Integral membrane protein	PLF_209_00000991	PGF_01889274
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.492	HP0468	489003	490490	-	1488		hypothetical protein	PLF_209_00000659	PGF_01887207
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.493	HP0469	490502	490990	-	489		hypothetical protein	PLF_209_00001107	PGF_01868056
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.494	HP0470	490975	492711	-	1737		Oligoendopeptidase F-like protein	PLF_209_00000209	PGF_05614715
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.495	HP0471	492809	494059	-	1251		Glutathione-regulated potassium-efflux system protein KefB	PLF_209_00000520	PGF_02865787
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.496	HP0472	494379	494939	-	561		Putative outer membrane protein	PLF_209_00001225	PGF_00042472
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.497	HP0473	495165	495905	+	741		Molybdenum ABC transporter, substrate-binding protein ModA	PLF_209_00000182	PGF_05572422
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.498	HP0474	495927	496601	+	675		Molybdenum ABC transporter permease protein ModB	PLF_209_00000056	PGF_09402727
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.499	HP0475	496598	497395	+	798		Molybdenum ABC transporter ATP-binding protein ModC	PLF_209_00000316	PGF_06842926
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.500	HP0476	497510	498901	-	1392	gltX	Glutamyl-tRNA synthetase (EC 6.1.1.17)	PLF_209_00000336	PGF_00008335
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.501	HP0477	499019	500122	+	1104		Putative outer membrane protein	PLF_209_00000006	PGF_01886863
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.502	HP0478	500131	501768	+	1638		adenine specific DNA methyltransferase (VSPIM)	PLF_209_00001074	PGF_01867746
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.503	HP0479	501734	502582	+	849		hypothetical protein	PLF_209_00000749	PGF_01887704
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.504	HP0480	502628	504427	+	1800		GTP-binding protein TypA/BipA	PLF_209_00000063	PGF_00007041
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.505	HP0481	504443	505078	+	636		adenine specific DNA methyltransferase (MFOKI)	PLF_209_00004241	PGF_00068006
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.506		505090	505371	+	282		DNA adenine methylase (EC 2.1.1.72)	PLF_209_00001415	PGF_01870547
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.507	HP0482	505374	505886	+	513		hypothetical protein	PLF_209_00000912	PGF_01151632
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.508		506088	506231	+	144		DNA-cytosine methyltransferase (EC 2.1.1.37)	PLF_209_00000126	PGF_01889325
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.509		506346	507134	+	789		DNA-cytosine methyltransferase (EC 2.1.1.37)	PLF_209_00000126	PGF_01889325
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.510	HP0484	507136	507888	+	753		hypothetical protein	PLF_209_00000031	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.511	HP0485	508122	509066	-	945		Catalase-like heme-binding protein	PLF_209_00000664	PGF_01070053
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.512	HP0486	509352	510938	+	1587		Uncharacterized outer membrane protein HP0486	PLF_209_00000951	PGF_08129736
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.513	HP0487	510965	512407	+	1443		Uncharacterized outer membrane protein HP0487	PLF_209_00036709	PGF_01888492
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.514	HP0488	512806	515679	+	2874		hypothetical protein	PLF_209_00000002	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.515	HP0489	515693	516580	+	888		hypothetical protein	PLF_209_00000026	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.516	HP0490	517000	518136	-	1137		hypothetical protein	PLF_209_00001669	PGF_01873002
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.517	HP0491	518285	518473	-	189	rpmB	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent	PLF_209_00001004	PGF_03278866
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.518	HP0492	518573	519409	-	837		putative paralog of HpaA	PLF_209_00001493	PGF_00409938
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.519	HP0493	519513	520595	+	1083	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	PLF_209_00000128	PGF_00033359
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.520	HP0494	520597	521865	+	1269	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)	PLF_209_00000105	PGF_06162930
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.521	HP0495	521862	522122	-	261		hypothetical protein	PLF_209_00001134	PGF_01868313
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.522	HP0496	522112	522513	-	402		4-hydroxybenzoyl-CoA thioesterase family active site	PLF_209_00000764	PGF_02972020
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.523	HP0497	522742	524070	+	1329		sodium- and chloride-dependent transporter	PLF_209_00003634	PGF_00412657
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.524	HP0498	524081	525409	+	1329		sodium- and chloride-dependent transporter	PLF_209_00001273	PGF_00412661
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.525	HP0499	525424	526491	+	1068		Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A	PLF_209_00000086	PGF_01888351
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.526	HP0500	526549	527673	+	1125		DNA polymerase III beta subunit (EC 2.7.7.7)	PLF_209_00000894	PGF_06473395
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.527	HP0501	527686	530007	+	2322	gyrB	DNA gyrase subunit B (EC 5.99.1.3)	PLF_209_00000176	PGF_06703483
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.528	HP0502	530053	530217	+	165		hypothetical protein	PLF_209_00000693	PGF_00226759
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.529	HP0503	530306	531046	+	741		hypothetical protein	PLF_209_00000693	PGF_00226759
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.530	HP0504	531033	531182	+	150		hypothetical protein	PLF_209_00000048	PGF_01154705
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.531	HP0505	531323	531787	+	465		hypothetical protein	PLF_209_00000048	PGF_01154705
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.532	HP0506	531991	533202	+	1212		Membrane proteins related to metalloendopeptidases	PLF_209_00004229	PGF_06390405
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.533	HP0507	533202	533840	+	639		Uridine diphosphate glucose pyrophosphatase (EC 3.6.1.45)	PLF_209_00000783	PGF_00066240
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.534	HP0508	533851	535209	+	1359		hypothetical protein	PLF_209_00000911	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.535	HP0509	535211	536590	+	1380		(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	PLF_209_00000118	PGF_00406690
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.536	HP0510	536612	537376	+	765		4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	PLF_209_00001024	PGF_01176589
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.537	HP0511	537802	537918	+	117		hypothetical protein	PLF_209_00001261	PGF_01869148
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.538	HP0512	538237	539682	-	1446		Glutamine synthetase type I (EC 6.3.1.2)	PLF_209_00000335	PGF_00275905
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.539		539781	539924	+	144		RloF	PLF_209_00001277	PGF_01045740
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.540	HP0513	539973	541949	+	1977		RloF	PLF_209_00001277	PGF_01045740
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.541	HP0514	542013	542462	+	450	rplI	LSU ribosomal protein L9p	PLF_209_00000654	PGF_00016452
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.542	HP0515	542466	543008	+	543		ATP-dependent protease subunit HslV (EC 3.4.25.2)	PLF_209_00000385	PGF_00019428
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.543	HP0516	543008	544339	+	1332	hslU	ATP-dependent hsl protease ATP-binding subunit HslU	PLF_209_00000102	PGF_00019038
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.544	HP0517	544339	545244	+	906	era	GTP-binding protein Era	PLF_209_00000219	PGF_00007027
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.545	HP0518	545241	546233	+	993		Putative periplasmic protein	PLF_209_00000778	PGF_00043020
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.546	HP0519	546322	547152	-	831		hypothetical protein	PLF_209_00000816	PGF_01888185
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.547	HP0520	547328	547675	+	348		cag pathogenicity island protein (cag1)	PLF_209_00001317	PGF_01869620
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.548	HP0522	548134	549579	+	1446		cag pathogenicity island protein (cag3)	PLF_209_00001403	PGF_01870430
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.549	HP0523	549616	550098	+	483		cag island protein	PLF_209_00001316	PGF_01869610
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.550	HP0524	550217	552463	-	2247		Coupling protein VirD4, ATPase required for T-DNA transfer	PLF_209_00001299	PGF_01981043
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.551	HP0525	552472	553464	-	993		ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11	PLF_209_00001308	PGF_06705203
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.552	HP0526	553469	554068	-	600		cag pathogenicity island protein Z	PLF_209_00001393	PGF_01870331
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.553	HP0527	554206	559989	-	5784		cag pathogenicity island protein (cag7)	PLF_209_00000045	PGF_00069427
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.554	HP0528	560004	561572	-	1569		cag pathogenicity island protein (cag8)	PLF_209_00001304	PGF_01869494
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.555	HP0529	561625	563232	-	1608		cag pathogenicity island protein (cag9)	PLF_209_00001324	PGF_01869691
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.556	HP0530	563237	563995	-	759		cag pathogenicity island protein (cag10) / Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8	PLF_209_00001331	PGF_01869760
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.557	HP0531	564381	565037	+	657		cag pathogenicity island protein (cag11)	PLF_209_00001327	PGF_01869719
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.558	HP0532	565073	565915	+	843		cag pathogenicity island protein (cag12)	PLF_209_00001329	PGF_01869741
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.559	HP0534	566126	566686	-	561		cag pathogenicity island protein (cag13)	PLF_209_00001328	PGF_01869730
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.560		566802	566978	+	177		hypothetical protein	PLF_209_00002206	PGF_01877757
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.561	HP0537	568723	569853	+	1131		cag pathogenicity island protein (cag16)	PLF_209_00001323	PGF_01869683
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.562	HP0538	569868	570788	+	921		cag pathogenicity island protein (cag17)	PLF_209_00001332	PGF_01869770
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.563	HP0539	570870	571583	-	714		cag pathogenicity island protein (cag18)	PLF_209_00001333	PGF_01869781
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.564	HP0540	571580	572695	-	1116		cag pathogenicity island protein (cag19)	PLF_209_00001311	PGF_01869561
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.565	HP0541	572736	573680	-	945		cag island protein	PLF_209_00001338	PGF_01869832
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.566	HP0542	573864	574292	-	429		cag island protein	PLF_209_00001339	PGF_01869842
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.567	HP0543	574347	575153	-	807		cag pathogenicity island protein	PLF_209_00001326	PGF_01869709
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.568	HP0544	575155	578100	-	2946		CAG pathogenicity island protein 23 (Protein picB)	PLF_209_00001303	PGF_01869483
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.569	HP0545	578115	578696	-	582		cag island protein	PLF_209_00001315	PGF_01869599
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.570	HP0546	578740	579087	-	348		hypothetical protein	PLF_209_00002008	PGF_01869637
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.571		579231	579350	-	120		hypothetical protein	PLF_209_00001446	PGF_01870837
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.572	HP0547	579921	583481	+	3561		cag island protein, CYTOTOXICITY ASSOCIATED IMMUNODOMINANT ANTIGEN	PLF_209_00001301	PGF_01869462
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.573		583610	583876	+	267		hypothetical protein	PLF_209_00005076	PGF_10458992
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.574		583883	584437	+	555		Superfamily I DNA and RNA helicase and helicase subunits-like protein	PLF_209_00001430	PGF_01870694
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.575	HP0549	584583	585350	-	768		Glutamate racemase (EC 5.1.1.3)	PLF_209_00000312	PGF_00008106
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.576	HP0550	585388	586704	-	1317	rho	Transcription termination factor Rho	PLF_209_00000322	PGF_00057483
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.577	HP0551	586968	587171	+	204	rpmE	LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent	PLF_209_00000438	PGF_05770273
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.578	HP0552	587196	588059	+	864		16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198)	PLF_209_00000503	PGF_03215471
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.579	HP0553	588072	588755	+	684		23S rRNA (guanosine(2251)-2'-O)-methyltransferase (EC 2.1.1.185)	PLF_209_00000679	PGF_08582746
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.580	HP0554	588768	589733	+	966		hypothetical protein	PLF_209_00000381	PGF_01885861
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.581	HP0555	589730	590551	+	822		Putative periplasmic protein	PLF_209_00001102	PGF_00043059
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.582	HP0556	590624	590911	-	288		hypothetical protein	PLF_209_00001259	PGF_01869131
